color_name,color_hex,min_price,max_price,seller,guarantee,mobile_digi_id,title,brand,model,ram,memory,vietnam,active,not_active,site,dual_sim,url
قهوه ای,#562e1f,59290000,59490000,کالا پلاس,گارانتی 18 ماهه دیجی کالا سرویس+ بیمه 12 ماهه تجهیزات الکترونیک دیجی پی,8182784,گوشی موبایل نوکیا مدل G21 TA-1418 دو سیم‌ کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت,Nokia,G21 TA-1418,6GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-8182784
خاکستری,#9E9E9E,8390000,8390000,دیجی‌کالا,گارانتی 18 ماهه سامتل,2261669,گوشی موبایل نوکیا مدل 2018 106 FA دو سیم‌ کارت ظرفیت 4 مگابایت و رم 4 مگابایت,Nokia,106 2018 FA,4MB,4MB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-2261669
سفید,#FFFFFF,11390000,11450000,دیجی‌کالا,گارانتی 18 ماهه سامتل,3388781,گوشی موبایل نوکیا مدل 125 TA 1253 DS FA دو سیم‌ کارت ,Nokia,125 TA 1253 DS FA,,4MB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-3388781
مشکی,#212121,11490000,11490000,دیجی‌کالا,گارانتی 18 ماهه سامتل,3388781,گوشی موبایل نوکیا مدل 125 TA 1253 DS FA دو سیم‌ کارت ,Nokia,125 TA 1253 DS FA,,4MB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-3388781
خاکستری,#9E9E9E,47890000,47990000,کالا پلاس,گارانتی 18 ماهه دیجی کالا سرویس+ بیمه 12 ماهه تجهیزات الکترونیک دیجی پی,9638939,گوشی موبایل نوکیا مدل C31 دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت ,Nokia,C31,4GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-9638939
مشکی,#212121,8490000,8490000,کالا پلاس,گارانتی 18 ماهه وی دو سل,2087200,گوشی موبایل نوکیا مدل 105 - 2019 TA-1174 DS FA دو سیم کارت ,Nokia,105 - 2019 TA-1174 DS FA,,4MB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-2087200
خاکستری,#9E9E9E,22800000,22800000,کالا پلاس,گارانتی 18 ماهه وی دو سل,216624,گوشی موبایل نوکیا مدل 2017 3310 FA دو سیم کارت ,Nokia,3310 2017 FA,,16MB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-216624
آبی تیره,#4c5e74,21790000,22800000,دیجی‌کالا,گارانتی 18 ماهه سامتل,216624,گوشی موبایل نوکیا مدل 2017 3310 FA دو سیم کارت ,Nokia,3310 2017 FA,,16MB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-216624
آبی تیره,#4c5e74,39890000,39990000,کالا پلاس,گارانتی 18 ماهه دیجی کالا سرویس+ بیمه 12 ماهه تجهیزات الکترونیک دیجی پی,5195673,گوشی موبایل نوکیا مدل G10 TA-1334 دو سیم کارت ظرفیت 64 گیگابایت همراه با رم 4 گیگابایت,Nokia,G10 TA-1334,4GB,64GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-5195673
بنفش,#9C27B1,40890000,40890000,سپهر همراه,گارانتی 18 ماهه دیجی کالا سرویس+ بیمه 12 ماهه تجهیزات الکترونیک دیجی پی,5195673,گوشی موبایل نوکیا مدل G10 TA-1334 دو سیم کارت ظرفیت 64 گیگابایت همراه با رم 4 گیگابایت,Nokia,G10 TA-1334,4GB,64GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-5195673
سفید,#FFFFFF,18600000,18600000,کالا پلاس,گارانتی 18 ماهه وی دو سل,3341857,گوشی موبایل نوکیا مدل 5310 TA-1212 DS FA دو سیم‌ کارت ,Nokia,5310 TA-1212 DS FA,,16MB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-3341857
مشکی,#212121,18600000,18600000,کالا پلاس,گارانتی 18 ماهه وی دو سل,3341857,گوشی موبایل نوکیا مدل 5310 TA-1212 DS FA دو سیم‌ کارت ,Nokia,5310 TA-1212 DS FA,,16MB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-3341857
خاکستری,#9E9E9E,30490000,30990000,کالا پلاس,گارانتی 18 ماهه وی دو سل,8414889,گوشی موبایل نوکیا مدل C21 TA-1352 دو سیم کارت ظرفیت 32 گیگابایت و رم 2 گیگابایت ,Nokia,C21 TA-1352,2GB,32GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-8414889
آبی تیره,#4c5e74,30350000,30990000,سپهر همراه,گارانتی 18 ماهه دیجی کالا سرویس+ بیمه 12 ماهه تجهیزات الکترونیک دیجی پی,8414889,گوشی موبایل نوکیا مدل C21 TA-1352 دو سیم کارت ظرفیت 32 گیگابایت و رم 2 گیگابایت ,Nokia,C21 TA-1352,2GB,32GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-8414889
سفید,#FFFFFF,36890000,36990000,کالا پلاس,گارانتی 18 ماهه دیجی کالا سرویس+ بیمه 12 ماهه تجهیزات الکترونیک دیجی پی,7179563,گوشی موبایل نوکیا مدل C30 TA-1359 DS دو سیم کارت ظرفیت 64 گیگابایت و رم 3 گیگابایت,Nokia,C30 TA-1359 DS,3GB,64GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-7179563
سبز,#00e676,35990000,36990000,سپهر همراه,گارانتی 18 ماهه دیجی کالا سرویس+ بیمه 12 ماهه تجهیزات الکترونیک دیجی پی,7179563,گوشی موبایل نوکیا مدل C30 TA-1359 DS دو سیم کارت ظرفیت 64 گیگابایت و رم 3 گیگابایت,Nokia,C30 TA-1359 DS,3GB,64GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-7179563
فیروزه ای,#4ddcd7,15890000,15890000,دیجی‌کالا,گارانتی 18 ماهه سامتل,3388999,گوشی موبایل نوکیا مدل 150 - 2020 TA 1235 DS FA دو سیم‌ کارت ,Nokia,150 - 2020 TA 1235 DS FA,,4MB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-3388999
مشکی,#212121,15890000,16500000,دیجی‌کالا,گارانتی 18 ماهه سامتل,3388999,گوشی موبایل نوکیا مدل 150 - 2020 TA 1235 DS FA دو سیم‌ کارت ,Nokia,150 - 2020 TA 1235 DS FA,,4MB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-3388999
آبی تیره,#4c5e74,22210000,22210000,کالا پلاس,گارانتی 18 ماهه وی دو سل,9639430,گوشی موبایل نوکیا مدل 8210 4G دو سیم کارت ,Nokia,8210 4G,,128MB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-9639430
خاکی,#cec1b1,22210000,22210000,کالا پلاس,گارانتی 18 ماهه وی دو سل,9639430,گوشی موبایل نوکیا مدل 8210 4G دو سیم کارت ,Nokia,8210 4G,,128MB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-9639430
مشکی,#212121,11220000,11220000,کالا پلاس,گارانتی 18 ماهه وی دو سل,86146,گوشی موبایل نوکیا مدل (2017)130 دو سیم کارت,Nokia,130 (2017),4MB,8MB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-86146
سبز,#00e676,10400000,10400000,کالا پلاس,گارانتی 18 ماهه وی دو سل,11332039,گوشی موبایل نوکیا مدل 2022 110 دو سیم کارت,Nokia,110 2022,,,False,True,False,DigiKala,False,https://digikala.com/product/dkp-11332039
آبی تیره,#4c5e74,10400000,10400000,کالا پلاس,گارانتی 18 ماهه وی دو سل,11332039,گوشی موبایل نوکیا مدل 2022 110 دو سیم کارت,Nokia,110 2022,,,False,True,False,DigiKala,False,https://digikala.com/product/dkp-11332039
مشکی,#212121,22290000,22500000,دیجی‌کالا,گارانتی 18 ماهه همراه خدمات خاورمیانه,7033194,گوشی موبایل نوکیا مدل 6310 TA-1400 DS 2021 FA دو سیم‌کارت ,Nokia,6310 TA-1400 DS 2021 FA,,16MB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-7033194
مشکی,#212121,10590000,10590000,کالا پلاس,گارانتی 18 ماهه وی دو سل,2475940,گوشی موبایل نوکیا مدل 110-2019-TA-1192 DS FA دو سیم‌ کارت ,Nokia,110-2019-TA-1192 DS FA,,4MB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-2475940
مشکی,#212121,18300000,18300000,دیجی‌کالا,گارانتی 18 ماهه سامتل (30 روز گارانتی تعویض),1705521,گوشی موبایل نوکیا مدل 210 FA دو سیم‌ کارت ,Nokia,210 FA,,16MB,False,True,False,DigiKala,True,https://digikala.com/product/dkp-1705521
خاکستری,#9E9E9E,17934000,18300000,دیجی‌کالا,گارانتی 18 ماهه سامتل (30 روز گارانتی تعویض),1705521,گوشی موبایل نوکیا مدل 210 FA دو سیم‌ کارت ,Nokia,210 FA,,16MB,False,True,False,DigiKala,True,https://digikala.com/product/dkp-1705521
سبز,#00e676,101000000,101000000,دیجی‌کالا,گارانتی 18 ماهه هما تلکام,11502868,گوشی موبایل هوآوی مدل nova 11i دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت,Huawei,nova 11i,8GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-11502868
مشکی,#212121,101000000,101000000,دیجی‌کالا,گارانتی 18 ماهه هما تلکام,11502868,گوشی موبایل هوآوی مدل nova 11i دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت,Huawei,nova 11i,8GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-11502868
نارنجی,#ff5722,599900000,599900000,دیجی‌کالا,گارانتی 18 ماهه هما تلکام,10375296,گوشی موبایل هوآوی مدل Mate 50 Pro دو سیم کارت ظرفیت 512 گیگابایت و رم 8 گیگابایت,Huawei,Mate 50 Pro,8GB,512GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-10375296
مشکی,#212121,154500000,154500000,دیجی‌کالا,گارانتی 18 ماهه مدیا پردازش,11151891,گوشی موبایل هوآوی مدل nova 10 SE دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت,Huawei,nova 10 SE,8GB,256GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-11151891
سفید,#FFFFFF,152955000,152955000,فروشگاه داریو,گارانتی 18 ماهه مدیا پردازش,11151891,گوشی موبایل هوآوی مدل nova 10 SE دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت,Huawei,nova 10 SE,8GB,256GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-11151891
سرمه ای,#002171,152955000,152955000,فروشگاه داریو,گارانتی 18 ماهه مدیا پردازش,11151891,گوشی موبایل هوآوی مدل nova 10 SE دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت,Huawei,nova 10 SE,8GB,256GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-11151891
مشکی,#212121,57490000,57490000,دیجی‌کالا,گارانتی 18 ماهه مدیا پردازش,8642963,گوشی موبایل هوآوی مدل nova Y70 دو سیم‌ کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت,Huawei,nova Y70,4GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-8642963
سفید,#FFFFFF,57490000,57490000,دیجی‌کالا,گارانتی 18 ماهه مدیا پردازش,8642963,گوشی موبایل هوآوی مدل nova Y70 دو سیم‌ کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت,Huawei,nova Y70,4GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-8642963
آبی,#2196f3,57490000,57490000,دیجی‌کالا,گارانتی 18 ماهه مدیا پردازش,8642963,گوشی موبایل هوآوی مدل nova Y70 دو سیم‌ کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت,Huawei,nova Y70,4GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-8642963
صورتی,#FF80AB,78990000,78990000,دیجی‌کالا,گارانتی 18 ماهه مدیا پردازش,3738701,گوشی موبایل هوآوی مدل Y9a FRL-L22 دو سیم‌ کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت ,Huawei,Y9a FRL-L22,8GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-3738701
مشکی,#212121,93950000,94050000,موبایل کیاتل, گارانتی 18 ماهه دیجی کالا سرویس,9434409,گوشی موبایل هوآوی مدل nova Y90 دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت ,Huawei,nova Y90,8GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-9434409
مشکی,#212121,227990000,227990000,سپهر همراه,گارانتی 18 ماهه هما تلکام,11000745,گوشی موبایل هوآوی مدل nova 10 دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت به همراه هدیه,Huawei,nova 10,8GB,256GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-11000745
مشکی,#212121,520000000,520000000,دیجی‌کالا,گارانتی 18 ماهه هما تلکام,10374864,گوشی موبایل هوآوی مدل Mate 50 Pro دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت,Huawei,Mate 50 Pro,8GB,256GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-10374864
نقره ای,#dedede,514990000,520000000,دیجی‌کالا,گارانتی 18 ماهه عمران تل(نیک مهر عمرانی),10374864,گوشی موبایل هوآوی مدل Mate 50 Pro دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت,Huawei,Mate 50 Pro,8GB,256GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-10374864
آبی,#2196f3,119900000,119900000,دیجی‌کالا, گارانتی 18 ماهه دیجی کالا سرویس,8246226,گوشی موبایل هوآوی مدل nova 9 SE دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت,Huawei,nova 9 SE,8GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-8246226
مشکی,#212121,119900000,119900000,دیجی‌کالا, گارانتی 18 ماهه دیجی کالا سرویس,8246226,گوشی موبایل هوآوی مدل nova 9 SE دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت,Huawei,nova 9 SE,8GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-8246226
نقره ای,#dedede,399900000,399900000,دیجی‌کالا,گارانتی 18 ماهه عمران تل(نیک مهر عمرانی),10376908,گوشی موبایل هوآوی مدل Mate 50 دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت,Huawei,Mate 50,8GB,256GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-10376908
مشکی,#212121,399900000,399900000,دیجی‌کالا,گارانتی 18 ماهه عمران تل(نیک مهر عمرانی),10376908,گوشی موبایل هوآوی مدل Mate 50 دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت,Huawei,Mate 50,8GB,256GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-10376908
نقره ای,#dedede,129990000,131590000,دیجی‌کالا,گارانتی 18 ماهه همراه سرویس خاورمیانه,11274529,گوشی موبایل آنر مدل X9a دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت ,Honor,X9a,8GB,256GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-11274529
سبز,#00e676,129990000,131590000,دیجی‌کالا,گارانتی 18 ماهه همراه سرویس خاورمیانه,11274529,گوشی موبایل آنر مدل X9a دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت ,Honor,X9a,8GB,256GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-11274529
مشکی,#212121,129990000,131590000,دیجی‌کالا,گارانتی 18 ماهه همراه سرویس خاورمیانه,11274529,گوشی موبایل آنر مدل X9a دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت ,Honor,X9a,8GB,256GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-11274529
نارنجی,#ff5722,29390000,29390000,دیجی‌کالا,گارانتی 18 ماهه همراه سرویس خاورمیانه,10589847,گوشی موبایل آنر مدل X5 دو سیم کارت ظرفیت 32 گیگابایت و رم 2 گیگابایت,Honor,X5,2GB,32GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-10589847
آبی,#2196f3,29490000,29490000,دیجی‌کالا,گارانتی 18 ماهه همراه سرویس خاورمیانه,10589847,گوشی موبایل آنر مدل X5 دو سیم کارت ظرفیت 32 گیگابایت و رم 2 گیگابایت,Honor,X5,2GB,32GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-10589847
مشکی,#212121,81990000,83990000,انفورماتیک گستر,گارانتی 18 ماهه همراه سرویس خاورمیانه,11273751,گوشی موبایل آنر مدل X8a دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت ,Honor,X8a,8GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-11273751
نقره ای,#dedede,83990000,83990000,دیجی‌کالا,گارانتی 18 ماهه هما تلکام,11273751,گوشی موبایل آنر مدل X8a دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت ,Honor,X8a,8GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-11273751
فیروزه ای,#4ddcd7,83990000,83990000,دیجی‌کالا,گارانتی 18 ماهه هما تلکام,11273751,گوشی موبایل آنر مدل X8a دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت ,Honor,X8a,8GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-11273751
مشکی,#212121,55600000,55600000,سپهر همراه,گارانتی 18 ماهه مدیا پردازش,11272826,گوشی موبایل آنر مدل  X7a دو سیم کارت ظرفیت 128گیگابایت و رم 4 گیگابایت ,Honor,X7a,4GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-11272826
آبی,#2196f3,55490000,55600000,دیجی‌کالا,گارانتی 18 ماهه مدیا پردازش,11272826,گوشی موبایل آنر مدل  X7a دو سیم کارت ظرفیت 128گیگابایت و رم 4 گیگابایت ,Honor,X7a,4GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-11272826
نقره ای,#dedede,54490000,55600000,دیجی‌کالا,گارانتی 18 ماهه مدیا پردازش,11272826,گوشی موبایل آنر مدل  X7a دو سیم کارت ظرفیت 128گیگابایت و رم 4 گیگابایت ,Honor,X7a,4GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-11272826
نقره ای,#dedede,57290000,57290000,دیجی‌کالا,گارانتی 18 ماهه هما تلکام,8587896,گوشی موبایل آنر مدل X7 دو سیم کارت ظرفیت 128گیگابایت و 4 گیگابایت رم ,Honor,X7,4GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-8587896
مشکی,#212121,57990000,57990000,دیجی‌کالا,گارانتی 18 ماهه هما تلکام,8587896,گوشی موبایل آنر مدل X7 دو سیم کارت ظرفیت 128گیگابایت و 4 گیگابایت رم ,Honor,X7,4GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-8587896
مشکی,#212121,49990000,49990000,دیجی‌کالا,گارانتی 18 ماهه هما تلکام,10227845,گوشی موبایل آنر مدل X6 دو سیم کارت ظرفیت 64 گیگابایت و رم 4 گیگابایت ,Honor,X6,4GB,64GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-10227845
آبی,#2196f3,49990000,49990000,دیجی‌کالا,گارانتی 18 ماهه هما تلکام,10227845,گوشی موبایل آنر مدل X6 دو سیم کارت ظرفیت 64 گیگابایت و رم 4 گیگابایت ,Honor,X6,4GB,64GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-10227845
نقره ای,#dedede,49990000,49990000,دیجی‌کالا,گارانتی 18 ماهه هما تلکام,10227845,گوشی موبایل آنر مدل X6 دو سیم کارت ظرفیت 64 گیگابایت و رم 4 گیگابایت ,Honor,X6,4GB,64GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-10227845
نقره ای,#dedede,85000000,85000000,پایامیهن مان,گارانتی 18 ماهه مدیا پردازش,8586197,گوشی موبایل آنر مدل X8 دو سیم کارت ظرفیت 128گیگابایت و 6 گیگابایت رم ,Honor,X8,6GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-8586197
مشکی,#212121,85000000,85000000,پایامیهن مان,گارانتی 18 ماهه مدیا پردازش,8586197,گوشی موبایل آنر مدل X8 دو سیم کارت ظرفیت 128گیگابایت و 6 گیگابایت رم ,Honor,X8,6GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-8586197
آبی,#2196f3,85000000,85000000,پایامیهن مان,گارانتی 18 ماهه مدیا پردازش,8586197,گوشی موبایل آنر مدل X8 دو سیم کارت ظرفیت 128گیگابایت و 6 گیگابایت رم ,Honor,X8,6GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-8586197
نقره ای,#dedede,83000000,83000000,پایامیهن مان,گارانتی 18 ماهه مدیا پردازش,9433926,گوشی موبایل آنر مدل X8 5G دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت ,Honor,X8 5G,6GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-9433926
آبی,#2196f3,227990000,228990000,دیجی‌کالا,گارانتی 18 ماهه هما تلکام,9678517,گوشی موبایل موتورولا مدل Edge 30 Fusion دو سیم کارت ظرفیت 256 گیگابایت و رم 12 گیگابایت ,Motorola,Edge 30 Fusion,12GB,256GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-9678517
مشکی مات,#443c3c,227990000,228990000,دیجی‌کالا,گارانتی 18 ماهه هما تلکام,9678517,گوشی موبایل موتورولا مدل Edge 30 Fusion دو سیم کارت ظرفیت 256 گیگابایت و رم 12 گیگابایت ,Motorola,Edge 30 Fusion,12GB,256GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-9678517
مشکی,#212121,30990000,30990000,دیجی‌کالا,گارانتی 18 ماهه هما تلکام,11275232,گوشی موبایل موتورولا مدل Moto E13 دو سیم کارت ظرفیت 64 گیگابایت و رم 2 گیگابایت,Motorola,Moto E13,2GB,64GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-11275232
سبز,#00e676,30990000,30990000,دیجی‌کالا,گارانتی 18 ماهه هما تلکام,11275232,گوشی موبایل موتورولا مدل Moto E13 دو سیم کارت ظرفیت 64 گیگابایت و رم 2 گیگابایت,Motorola,Moto E13,2GB,64GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-11275232
آبی,#2196f3,91990000,91990000,سپهر همراه,گارانتی 18 ماهه هما تلکام,10377403,گوشی موبایل موتورولا مدل Moto G72 دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت ,Motorola,Moto G72,8GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-10377403
آبی کم‌رنگ,#AFEEEE,79900000,79900000,دیجی‌کالا,گارانتی 18 ماهه هما تلکام,12301226,گوشی موبایل موتورولا مدل Moto G23 دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت,Motorola,Moto G23,8GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-12301226
مشکی,#212121,79900000,79900000,دیجی‌کالا,گارانتی 18 ماهه هما تلکام,12301226,گوشی موبایل موتورولا مدل Moto G23 دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت,Motorola,Moto G23,8GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-12301226
آبی,#2196f3,158490000,158990000,دیجی‌کالا,گارانتی 18 ماهه هما تلکام,7418644,گوشی موبایل موتورولا مدل Edge 20 Pro XT2153-1 دو سیم‌ کارت ظرفیت 256 گیگابایت و رم 12 گیگابایت,Motorola,Edge 20 Pro XT2153-1,12GB,256GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-7418644
آبی تیره,#4c5e74,158990000,158990000,دیجی‌کالا,گارانتی 18 ماهه هما تلکام,7418644,گوشی موبایل موتورولا مدل Edge 20 Pro XT2153-1 دو سیم‌ کارت ظرفیت 256 گیگابایت و رم 12 گیگابایت,Motorola,Edge 20 Pro XT2153-1,12GB,256GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-7418644
خاکستری,#9E9E9E,148990000,155990000,دیجی‌کالا,گارانتی 18 ماهه هما تلکام,9678002,گوشی موبایل موتورولا مدل Edge 30 دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت ,Motorola,Edge 30,8GB,256GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-9678002
سبز,#00e676,155990000,155990000,سپهر همراه,گارانتی 18 ماهه هما تلکام,9678002,گوشی موبایل موتورولا مدل Edge 30 دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت ,Motorola,Edge 30,8GB,256GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-9678002
آبی کم‌رنگ,#AFEEEE,58490000,58490000,دیجی‌کالا,گارانتی 18 ماهه هما تلکام,12298449,گوشی موبایل موتورولا مدل Moto G13 دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت,Motorola,Moto G13,4GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-12298449
مشکی,#212121,58490000,60380100,دیجی‌کالا,گارانتی 18 ماهه هما تلکام,12298449,گوشی موبایل موتورولا مدل Moto G13 دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت,Motorola,Moto G13,4GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-12298449
خاکستری,#9E9E9E,43490000,43490000,دیجی‌کالا,گارانتی 18 ماهه هما تلکام,10286327,گوشی موبایل موتورولا مدل Moto E32s دو سیم کارت ظرفیت 64 گیگابایت و رم 4 گیگابایت ,Motorola,Moto E32s,4GB,64GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-10286327
نقره ای,#dedede,43490000,43490000,دیجی‌کالا,گارانتی 18 ماهه هما تلکام,10286327,گوشی موبایل موتورولا مدل Moto E32s دو سیم کارت ظرفیت 64 گیگابایت و رم 4 گیگابایت ,Motorola,Moto E32s,4GB,64GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-10286327
مشکی,#212121,59350000,59350000,سپهر همراه,گارانتی 18 ماهه هما تلکام,9075841,گوشی موبایل موتورولا مدل Moto G22 دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت ,Motorola,Moto G22,4GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-9075841
خاکستری,#9E9E9E,78790000,81360000,سپهر همراه,گارانتی 18 ماهه هما تلکام,9677180,گوشی موبایل موتورولا مدل  Moto G52 دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت ,Motorola,Moto G52,6GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-9677180
آبی,#2196f3,77490000,81360000,دیجی‌کالا,گارانتی 18 ماهه هما تلکام,9677180,گوشی موبایل موتورولا مدل  Moto G52 دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت ,Motorola,Moto G52,6GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-9677180
مشکی,#212121,189900000,189900000,دیجی‌کالا,گارانتی 18 ماهه هما تلکام,12627493,گوشی موبایل موتورولا مدل Edge 40 دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت,Motorola,Edge 40,8GB,256GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-12627493
سبز,#00e676,189900000,189900000,دیجی‌کالا,گارانتی 18 ماهه هما تلکام,12627493,گوشی موبایل موتورولا مدل Edge 40 دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت,Motorola,Edge 40,8GB,256GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-12627493
