color_name,color_hex,min_price,max_price,seller,guarantee,mobile_digi_id,title,brand,model,ram,memory,vietnam,active,not_active,site,dual_sim,url
مشکی,#212121,375000000,379800000,پایاگستر شهر,گارانتی 18 ماهه پارس پردازش چهل چشمه,12433865,گوشی موبایل شیائومی مدل 13 دو سیم کارت ظرفیت 256 گیگابایت و رم 12 گیگابایت - گلوبال,Xiaomi,13,12GB,256GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-12433865
خاکستری,#9E9E9E,75990000,75990000,دیجی‌کالا,گارانتی 18 ماهه کاوش تیم,5530797,گوشی موبایل شیائومی مدل Redmi Note 10 pro M2101K6G دو سیم‌ کارت ظرفیت 64 گیگابایت و رم 6 گیگابایت,Xiaomi,Redmi Note 10 pro M2101K6G,6GB,64GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-5530797
آبی,#2196f3,75490000,75490000,دیجی‌کالا,گارانتی 18 ماهه کاوش تیم,5530797,گوشی موبایل شیائومی مدل Redmi Note 10 pro M2101K6G دو سیم‌ کارت ظرفیت 64 گیگابایت و رم 6 گیگابایت,Xiaomi,Redmi Note 10 pro M2101K6G,6GB,64GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-5530797
برنز,#c77b30,74950000,74990000,پایاگستر شهر,گارانتی 18 ماهه کاوش تیم,5530797,گوشی موبایل شیائومی مدل Redmi Note 10 pro M2101K6G دو سیم‌ کارت ظرفیت 64 گیگابایت و رم 6 گیگابایت,Xiaomi,Redmi Note 10 pro M2101K6G,6GB,64GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-5530797
سفید,#FFFFFF,81990000,81990000,دیجی‌کالا,گارانتی 18 ماهه کسری پارس,11427742,گوشی موبایل شیائومی مدل Poco M5s دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - گلوبال,Xiaomi,Poco M5s,8GB,256GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-11427742
خاکستری,#9E9E9E,82000000,86900000,پایاگستر شهر,گارانتی 18 ماهه تسک میران,11427742,گوشی موبایل شیائومی مدل Poco M5s دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - گلوبال,Xiaomi,Poco M5s,8GB,256GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-11427742
آبی,#2196f3,82200000,86900000,پایاگستر شهر,گارانتی 18 ماهه ویراسرویس (تجارت گستر فخیم),11427742,گوشی موبایل شیائومی مدل Poco M5s دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - گلوبال,Xiaomi,Poco M5s,8GB,256GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-11427742
سبز,#00e676,71990000,71990000,دیجی‌کالا,گارانتی 18 ماهه کاوش تیم,11281765,گوشی موبایل شیائومی مدل Redmi Note 12 4G دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت - گلوبال,Xiaomi,Redmi Note 12 4G,6GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-11281765
آبی,#2196f3,71990000,71990000,دیجی‌کالا,گارانتی 18 ماهه کاوش تیم,11281765,گوشی موبایل شیائومی مدل Redmi Note 12 4G دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت - گلوبال,Xiaomi,Redmi Note 12 4G,6GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-11281765
مشکی,#212121,179000000,179000000,پایاگستر شهر,گارانتی 18 ماهه شاهین تجارت پیشرو ارس,12322240,گوشی موبایل شیائومی مدل Redmi Note 12 Explorer دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - پک چین,Xiaomi,Redmi Note 12 Explorer,8GB,256GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-12322240
خاکستری,#9E9E9E,186900000,186900000,گسترش همراه,گارانتی 18 ماهه شاهین تجارت پیشرو ارس,12322240,گوشی موبایل شیائومی مدل Redmi Note 12 Explorer دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - پک چین,Xiaomi,Redmi Note 12 Explorer,8GB,256GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-12322240
آبی روشن,#40aaff,132000000,132000000,پایاگستر شهر,گارانتی 18 ماهه بازرگانی مهر,8379059,گوشی موبایل شیائومی مدل Redmi Note 11 Pro Plus 5G 21091116UG دو سیم‌ کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت,Xiaomi,Redmi Note 11 Pro Plus 5G 21091116UG,8GB,256GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-8379059
خاکستری,#9E9E9E,127680000,132000000,تجارت هوشمند فاخر,گارانتی 18 ماهه توسعه اقتصاد توان یاسین (پرهان),8379059,گوشی موبایل شیائومی مدل Redmi Note 11 Pro Plus 5G 21091116UG دو سیم‌ کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت,Xiaomi,Redmi Note 11 Pro Plus 5G 21091116UG,8GB,256GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-8379059
نقره ای,#dedede,162950000,162950000,پردازشگر همراه,گارانتی 18 ماهه تجارت خانه حاجی قاسم (بلوم),9118711,گوشی موبایل شیائومی مدل POCO F4 GT 21121210G دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت,Xiaomi,POCO F4 GT 21121210G,8GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-9118711
مشکی,#212121,162990000,162990000,پردازشگر همراه,گارانتی 18 ماهه تجارت خانه حاجی قاسم (بلوم),9118711,گوشی موبایل شیائومی مدل POCO F4 GT 21121210G دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت,Xiaomi,POCO F4 GT 21121210G,8GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-9118711
سبز,#00e676,70800000,70850000,راماسل,گارانتی 18 ماهه روناک همراه تجارت پویا,6813389,گوشی موبایل شیائومی مدل Redmi Note 10 5G دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت,Xiaomi,REDMI NOTE 10 5G,6GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-6813389
آبی روشن,#40aaff,84240000,86900000,پارس رسا,گارانتی 18 ماهه رادمان پاژ ارتباطات کیش,12219669,گوشی موبایل شیائومی مدل Redmi 12 دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - گلوبال,Xiaomi,Redmi 12,8GB,256GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-12219669
مشکی,#212121,84240000,88800000,پارس رسا,گارانتی 18 ماهه رادمان پاژ ارتباطات کیش,12219669,گوشی موبایل شیائومی مدل Redmi 12 دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - گلوبال,Xiaomi,Redmi 12,8GB,256GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-12219669
آبی,#2196f3,85500000,85500000,وب سل,گارانتی 18 ماهه لیان همراه پارس,12219669,گوشی موبایل شیائومی مدل Redmi 12 دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - گلوبال,Xiaomi,Redmi 12,8GB,256GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-12219669
مشکی,#212121,75130000,75130000,تجارت هوشمند فاخر,گارانتی 18 ماهه رادمان پاژ ارتباطات کیش,11205904,گوشی موبایل شیائومی مدل Redmi Note 12 4G دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت - گلوبال ,Xiaomi,Redmi Note 12 4G,4GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-11205904
آبی,#2196f3,35990000,35990000,اسمارت تکنولوژی قشم,گارانتی 18 ماهه همراه گستر نقره فام,12219796,گوشی موبایل شیائومی مدل Redmi A2 Plus دو سیم کارت ظرفیت 64 گیگابایت و رم 3 گیگابایت - گلوبال,Xiaomi,Redmi A2 Plus,3GB,64GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-12219796
سبز,#00e676,37990000,37990000,پایاگستر شهر,گارانتی 18 ماهه پارسه پیشتاز ونداد پرداز,12219796,گوشی موبایل شیائومی مدل Redmi A2 Plus دو سیم کارت ظرفیت 64 گیگابایت و رم 3 گیگابایت - گلوبال,Xiaomi,Redmi A2 Plus,3GB,64GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-12219796
مشکی,#212121,35999000,38800000,اسمارت تکنولوژی قشم,گارانتی 18 ماهه همراه گستر نقره فام,12219796,گوشی موبایل شیائومی مدل Redmi A2 Plus دو سیم کارت ظرفیت 64 گیگابایت و رم 3 گیگابایت - گلوبال,Xiaomi,Redmi A2 Plus,3GB,64GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-12219796
آبی روشن,#40aaff,38200000,38400000,گسترش همراه,گارانتی 18 ماهه همراه گستر نقره فام,12219796,گوشی موبایل شیائومی مدل Redmi A2 Plus دو سیم کارت ظرفیت 64 گیگابایت و رم 3 گیگابایت - گلوبال,Xiaomi,Redmi A2 Plus,3GB,64GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-12219796
مشکی,#212121,336700000,337000000,گسترش همراه,گارانتی 18 ماهه رادمان پاژ ارتباطات کیش,9358270,گوشی موبایل شیائومی مدل  Black Shark 5 Pro دو سیم کارت ظرفیت 256 گیگابایت و رم 12 گیگابایت ,Xiaomi,Black Shark 5 Pro,12GB,256GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-9358270
آبی روشن,#40aaff,117900000,117900000,تجارت هوشمند فاخر,گارانتی 18 ماهه توسعه اقتصاد توان یاسین (پرهان),8695838,گوشی موبایل شیائومی مدل Redmi Note 11 Pro Plus 5G 21091116UG دو سیم‌ کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت,Xiaomi,Redmi Note 11 Pro Plus 5G 21091116UG,8GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-8695838
خاکستری,#9E9E9E,115800000,117420000,گسترش همراه,گارانتی 18 ماهه مهام (همراه سرویس خاورمیانه),8695838,گوشی موبایل شیائومی مدل Redmi Note 11 Pro Plus 5G 21091116UG دو سیم‌ کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت,Xiaomi,Redmi Note 11 Pro Plus 5G 21091116UG,8GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-8695838
سبز,#00e676,117200000,118900000,گسترش همراه,گارانتی 18 ماهه مهام (همراه سرویس خاورمیانه),8695838,گوشی موبایل شیائومی مدل Redmi Note 11 Pro Plus 5G 21091116UG دو سیم‌ کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت,Xiaomi,Redmi Note 11 Pro Plus 5G 21091116UG,8GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-8695838
خاکستری,#9E9E9E,114500000,114500000,گسترش همراه,گارانتی 18 ماهه کاردو همراه دماوند,8169649,گوشی موبایل شیائومی مدل Redmi Note 11 pro 5G دو سیم‌ کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت,Xiaomi,Redmi Note 11 pro 5G,8GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-8169649
سرمه ای تیره,#010136,188000000,188000000,گسترش همراه,گارانتی 18 ماهه شاهین تجارت پیشرو ارس,9172042,گوشی موبایل شیائومی مدل Redmi K50 دو سیم کارت ظرفیت 256 گیگابایت و رم 12 گیگابایت,Xiaomi,Redmi K50,12GB,256GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-9172042
مشکی,#212121,188400000,190000000,سپاهان همراه یاقوت,گارانتی 18 ماهه سی تلکام,9172042,گوشی موبایل شیائومی مدل Redmi K50 دو سیم کارت ظرفیت 256 گیگابایت و رم 12 گیگابایت,Xiaomi,Redmi K50,12GB,256GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-9172042
خاکستری,#9E9E9E,161000000,167500000,آواژنگ,گارانتی 18 ماهه آواژنگ,7051551,گوشی موبایل شیائومی مدل 11T 21081111RG 5G دو سیم‌ کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت,Xiaomi,11T 21081111RG 5G,8GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-7051551
آبی,#2196f3,147000000,148700000,پایاگستر شهر,گارانتی 18 ماهه آواگستر اندیشان شرق,9001307,گوشی موبایل شیائومی مدل 12X 2112123AG دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت,Xiaomi,12X 2112123AG,8GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-9001307
بنفش,#9C27B1,146950000,148700000,سانا همراه,گارانتی 18 ماهه همراه گستر نقره فام,9001307,گوشی موبایل شیائومی مدل 12X 2112123AG دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت,Xiaomi,12X 2112123AG,8GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-9001307
خاکستری,#9E9E9E,149000000,149000000,پایاگستر شهر,گارانتی 18 ماهه دیجی سرویس + بیمه 12 ماهه ایران,9001307,گوشی موبایل شیائومی مدل 12X 2112123AG دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت,Xiaomi,12X 2112123AG,8GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-9001307
خاکستری,#9E9E9E,93900000,93900000,موبو بیستون,گارانتی 18 ماهه پیام تل (پارسیان مهد خلیج فارس),8093113,گوشی موبایل شیائومی مدل Redmi Note 11S دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت - گلوبال,Xiaomi,Redmi Note 11S,8GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-8093113
مشکی,#212121,118000000,120000000,آکام باروس,گارانتی 18 ماهه بلووم,7051685,گوشی موبایل شیائومی مدل 11 Lite 5G NE 2109119DG دو سیم‌ کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت,Xiaomi,11 Lite 5G NE 2109119DG,8GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-7051685
مشکی,#212121,137000000,137600000,پارس رسا,گارانتی 18 ماهه رادمان پاژ ارتباطات کیش,9562882,گوشی موبایل شیائومی مدل 12 Lite دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت ,Xiaomi,12 Lite,8GB,256GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-9562882
خاکستری,#9E9E9E,176400000,179000000,تجارت هوشمند فاخر,گارانتی 18 ماهه توسعه اقتصاد توان یاسین (پرهان),8365665,گوشی موبایل شیائومی مدل 12X 2112123AG دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت,Xiaomi,12X 2112123AG,8GB,256GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-8365665
بنفش,#9C27B1,178900000,179000000,تجارت هوشمند فاخر,گارانتی 18 ماهه توسعه اقتصاد توان یاسین (پرهان),8365665,گوشی موبایل شیائومی مدل 12X 2112123AG دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت,Xiaomi,12X 2112123AG,8GB,256GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-8365665
آبی,#2196f3,178900000,179000000,تجارت هوشمند فاخر,گارانتی 18 ماهه توسعه اقتصاد توان یاسین (پرهان),8365665,گوشی موبایل شیائومی مدل 12X 2112123AG دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت,Xiaomi,12X 2112123AG,8GB,256GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-8365665
آبی آسمانی,#e0ffff,78280000,78500000,پارس رسا,گارانتی 18 ماهه رادمان پاژ ارتباطات کیش,11971147,گوشی موبایل شیائومی مدل Redmi 12 دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت - گلوبال,Xiaomi,Redmi 12,8GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-11971147
مشکی,#212121,64800000,65000000,گسترش همراه,گارانتی 18 ماهه همراه گستر نقره فام,9669100,گوشی موبایل شیائومی مدل Poco M5 دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت - گلوبال,Xiaomi,Poco M5,6GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-9669100
مشکی,#212121,126900000,126900000,تجارت هوشمند فاخر,گارانتی 18 ماهه توسعه اقتصاد توان یاسین (پرهان),11763173,گوشی موبایل شیائومی مدل Poco F4 دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت - گلوبال,Xiaomi,Poco F4,6GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-11763173
مشکی,#212121,36950000,38900000,وب سل,گارانتی 18 ماهه لیان همراه پارس,10418520,گوشی موبایل شیائومی مدل Poco C40 دو سیم کارت ظرفیت 32 گیگابایت و رم 3 گیگابایت- گلوبال,Xiaomi,Poco C40,3GB,32GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-10418520
سبز,#00e676,36950000,36950000,وب سل,گارانتی 18 ماهه لیان همراه پارس,10418520,گوشی موبایل شیائومی مدل Poco C40 دو سیم کارت ظرفیت 32 گیگابایت و رم 3 گیگابایت- گلوبال,Xiaomi,Poco C40,3GB,32GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-10418520
خاکستری,#9E9E9E,185000000,185000000,پایاگستر شهر,گارانتی 18 ماهه رادمان پاژ ارتباطات کیش,7116243,گوشی موبایل شیائومی مدل 11T 21081111RG 5G دو سیم‌ کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت,Xiaomi,11T 21081111RG 5G,8GB,256GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-7116243
خاکستری,#9E9E9E,68300000,68500000,گسترش همراه,گارانتی 18 ماهه همراه گستر نقره فام,10718056,گوشی موبایل شیائومی مدل Poco M5s دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت - گلوبال ,Xiaomi,Poco M5s,4GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-10718056
خاکستری,#9E9E9E,82351000,82351000,سنترسیم,گارانتی 18 ماهه همراه سرویس خاورمیانه,9504755,گوشی موبایل شیائومی مدل Poco M5s دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت - گلوبال ,Xiaomi,Poco M5s,6GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-9504755
آبی,#2196f3,72900000,72900000,گسترش همراه,گارانتی 18 ماهه مهام (همراه سرویس خاورمیانه),9092609,گوشی موبایل شیائومی مدل Redmi Note 11 4G دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت - پک چین,Xiaomi,Redmi Note 11 4G,6GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-9092609
مشکی,#212121,74500000,74500000,گسترش همراه,گارانتی 18 ماهه مهام (همراه سرویس خاورمیانه),9092609,گوشی موبایل شیائومی مدل Redmi Note 11 4G دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت - پک چین,Xiaomi,Redmi Note 11 4G,6GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-9092609
سفید,#FFFFFF,73900000,75000000,گسترش همراه,گارانتی 18 ماهه مهام (همراه سرویس خاورمیانه),9092609,گوشی موبایل شیائومی مدل Redmi Note 11 4G دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت - پک چین,Xiaomi,Redmi Note 11 4G,6GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-9092609
مشکی,#212121,113525000,113525000,موبو بیستون,گارانتی 18 ماهه لیما سرویس,9886572,گوشی موبایل شیائومی مدل Redmi Note 10 Pro دو سیم‌ کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - گلوبال,Xiaomi,Redmi Note 10 pro,8GB,256GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-9886572
آبی,#2196f3,80500000,80500000,پایاگستر شهر,گارانتی 18 ماهه همراه رایان سازان هیراد,4244447,گوشی موبایل شیائومی مدل POCO X3 NFC M2007J20CG دو سیم‌ کارت ظرفیت 64 گیگابایت و رم 6 گیگابایت,Xiaomi,POCO X3 NFC M2007J20CG,6GB,64GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-4244447
سفید,#FFFFFF,115100000,115100000,همراه ارتباطات,گارانتی 18 ماهه تسک میران,8169599,گوشی موبایل شیائومی مدل Redmi Note 11 pro 4G دو سیم‌ کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت,Xiaomi,Redmi Note 11 pro 4G,8GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-8169599
مشکی,#212121,104990000,104990000,پایاگستر شهر,گارانتی 18 ماهه کارا رسام آریا,12117111,گوشی موبایل شیائومی مدل Redmi Note 11E Pro دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت - پک چین,Xiaomi,Redmi Note 11E Pro,8GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-12117111
مشکی,#212121,225000000,225000000,گسترش همراه,گارانتی 18 ماهه آوات,8802950,گوشی موبایل شیائومی مدل POCO F4 GT 21121210G دو سیم کارت ظرفیت 256 گیگابایت و رم 12 گیگابایت,Xiaomi,POCO F4 GT 21121210G,12GB,256GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-8802950
آبی,#2196f3,55480000,55480000,اسمارت تکنولوژی قشم,گارانتی 18 ماهه سیب طلایی هوشمند,8518508,گوشی موبایل شیائومی مدل Redmi 10C 220333QAG دو سیم‌ کارت ظرفیت 64 گیگابایت و رم 4 گیگابایت,Xiaomi,Redmi 10C 220333QAG,4GB,64GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-8518508
آبی,#2196f3,47000000,47000000,پایاگستر شهر,گارانتی 18 ماهه سپهرتعامل سرویس,9455728,گوشی موبایل شیائومی مدل Redmi 10C دو سیم‌ کارت ظرفیت 64 گیگابایت و رم 3 گیگابایت - گلوبال,Xiaomi,Redmi 10C,3GB,64GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-9455728
سبز,#00e676,47000000,47000000,پایاگستر شهر,گارانتی 18 ماهه سپهرتعامل سرویس,9455728,گوشی موبایل شیائومی مدل Redmi 10C دو سیم‌ کارت ظرفیت 64 گیگابایت و رم 3 گیگابایت - گلوبال,Xiaomi,Redmi 10C,3GB,64GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-9455728
خاکستری,#9E9E9E,47000000,47000000,پایاگستر شهر,گارانتی 18 ماهه سپهرتعامل سرویس,9455728,گوشی موبایل شیائومی مدل Redmi 10C دو سیم‌ کارت ظرفیت 64 گیگابایت و رم 3 گیگابایت - گلوبال,Xiaomi,Redmi 10C,3GB,64GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-9455728
خاکستری,#9E9E9E,89500000,89500000,پایاگستر شهر,گارانتی 18 ماهه پیام تل (پارسیان مهد خلیج فارس),5548245,گوشی موبایل شیائومی مدل Redmi Note 10S M2101K7BG دو سیم‌ کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت,Xiaomi,Redmi Note 10S M2101K7BG,8GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-5548245
سفید,#FFFFFF,88500000,88500000,گسترش همراه,گارانتی 18 ماهه آوات,5548245,گوشی موبایل شیائومی مدل Redmi Note 10S M2101K7BG دو سیم‌ کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت,Xiaomi,Redmi Note 10S M2101K7BG,8GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-5548245
آبی,#2196f3,88500000,88500000,گسترش همراه,گارانتی 18 ماهه آوات,5548245,گوشی موبایل شیائومی مدل Redmi Note 10S M2101K7BG دو سیم‌ کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت,Xiaomi,Redmi Note 10S M2101K7BG,8GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-5548245
آبی,#2196f3,79000000,79000000,ژوان بیست,گارانتی 18 ماهه کاوش تیم,7949667,گوشی موبایل شیائومی مدل Redmi Note 11 2201117TG دو سیم‌ کارت ظرفیت 64 گیگابایت و رم 4 گیگابایت,Xiaomi,Redmi Note 11 2201117TG,4GB,64GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-7949667
سبز,#00e676,164000000,164000000,گسترش همراه,گارانتی 18 ماهه آوات,9303829,گوشی موبایل شیائومی مدل Poco F4 دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - گلوبال,Xiaomi,Poco F4,8GB,256GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-9303829
مشکی,#212121,167000000,167000000,گسترش همراه,گارانتی 18 ماهه تسک میران,9303829,گوشی موبایل شیائومی مدل Poco F4 دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - گلوبال,Xiaomi,Poco F4,8GB,256GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-9303829
آبی,#2196f3,205000000,205000000,پایاگستر شهر,گارانتی 18 ماهه آیین کیفیت,12536893,گوشی موبایل شیائومی مدل Redmi Note 12 Pro Plus 5G دو سیم کارت ظرفیت 256 گیگابایت و رم 12 گیگابایت - هند,Xiaomi,Redmi Note 12 Pro Plus 5G,12GB,256GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-12536893
سبز,#00e676,56700000,56700000,همراه ارتباطات,گارانتی 18 ماهه بازرگانی مهر,7590545,گوشی موبایل شیائومی مدل Redmi 9C M2006C3MG دو سیم کارت ظرفیت 128گیگابایت و 4 گیگابایت رم ,Xiaomi,Redmi 9C M2006C3MG,4GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-7590545
مشکی,#212121,25990000,27850000,دیجی‌کالا,گارانتی 18 ماهه همراه خدمات خاورمیانه,9633023,گوشی موبایل نوکیا مدل 2660 Flip دو سیم کارت ,Nokia,2660 Flip,,128MB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-9633023
آبی,#2196f3,26290000,27450000,دیجی‌کالا,گارانتی 18 ماهه همراه خدمات خاورمیانه,9633023,گوشی موبایل نوکیا مدل 2660 Flip دو سیم کارت ,Nokia,2660 Flip,,128MB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-9633023
ذغالی,#2f2f2f,7790000,8200000,دیجی‌کالا,گارانتی 18 ماهه همراه خدمات خاورمیانه,10251419,گوشی موبایل نوکیا مدل 105 2022 دو سیم کارت ظرفیت 4 مگابایت و رم 4 مگابایت ,Nokia,105 2022,4MB,4MB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-10251419
آبی,#2196f3,108000000,108000000,کالا پلاس, گارانتی 18 ماهه دیجی کالا سرویس,9862160,گوشی موبایل نوکیا مدل X20 5G دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت ,Nokia,X20 5G,8GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-9862160
خاکستری,#9E9E9E,7990000,7990000,دیجی‌کالا,گارانتی 18 ماهه همراه خدمات خاورمیانه,12376940,گوشی موبایل نوکیا مدل 106 2023 دو سیم‌ کارت,Nokia,106 2023,,,False,True,False,DigiKala,False,https://digikala.com/product/dkp-12376940
مشکی,#212121,28490000,28990000,دیجی‌کالا,گارانتی 18 ماهه وی دو سل,9639847,گوشی موبایل نوکیا مدل 5710 XpressAudio دو سیم کارت ,Nokia,5710 XpressAudio,,128MB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-9639847
آبی تیره,#4c5e74,59290000,59490000,کالا پلاس,گارانتی 18 ماهه دیجی کالا سرویس+ بیمه 12 ماهه تجهیزات الکترونیک دیجی پی,8182784,گوشی موبایل نوکیا مدل G21 TA-1418 دو سیم‌ کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت,Nokia,G21 TA-1418,6GB,128GB,False,True,False,DigiKala,False,https://digikala.com/product/dkp-8182784
